year,gq,gqtypeg,farm,ownershg,value,rent,ftotinc,nfams,ncouples,nmothers,nfathers,momloc,stepmom,momrule,poploc,steppop,poprule,sploc,sprule,famsize,nchild,nchlt5,famunit,eldch,yngch,nsibs,relateg,age,sex,raceg,marst,chborn,school,educrec,schltype,empstatg,labforce,occscore,sei,classwkg,wkswork2,hrswork2,workedyr,inctot,incwage,incbus,incfarm,incss,incwelfr,incother,poverty,migrat5g,movedin,vetstat,binaryClass
98,0,4,1,1,999999,450,25850,1,1,0,0,0,0,0,0,0,0,2,1,2,0,0,1,99,99,0,3,83,1,6,2,13,0,5,3,1,0,0,0,2,6,8,0,12865,0,0,0,4105,0,655,501,5,2,0,1
98,0,4,1,1,999999,212,12505,1,1,1,1,0,0,0,0,0,0,1,1,3,1,1,1,1,1,0,12,22,0,6,2,3,0,8,3,1,0,0,0,2,6,8,0,0,0,0,0,0,0,0,213,0,0,0,1
98,0,4,1,0,95000,0,32010,1,1,0,0,0,0,0,0,0,0,1,1,2,0,0,1,99,99,0,12,49,0,6,2,12,0,0,3,0,1,22,61,1,5,4,1,12005,12005,0,0,0,0,0,501,2,0,0,1
98,0,4,1,0,85000,0,12605,1,0,1,0,1,0,1,0,0,0,0,0,3,0,0,1,99,99,1,0,19,1,6,3,13,1,0,2,0,1,26,32,1,5,1,1,3505,3505,0,0,0,0,0,221,2,0,0,1
98,0,4,1,0,95000,0,25180,1,1,1,1,2,0,1,1,0,1,0,0,4,0,0,1,99,99,1,0,2,0,2,3,13,0,9,3,3,2,0,0,2,6,8,2,999999,999999,999999,999999,99999,99999,99999,340,5,0,2,1
98,0,4,1,1,999999,262,2350,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,99,99,0,3,45,1,6,3,13,1,1,1,1,0,41,84,1,1,8,1,2350,2095,0,0,0,0,0,62,0,2,0,1
98,0,4,1,0,77500,0,7805,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,99,99,0,3,69,1,6,3,13,0,0,3,1,0,0,0,2,6,8,0,7805,0,0,0,0,0,0,223,3,2,1,1
98,0,4,1,0,85000,0,14960,1,1,0,0,0,0,0,0,0,0,2,1,2,0,0,1,99,99,0,3,74,1,1,2,13,0,6,3,1,0,0,0,2,6,8,0,5305,0,0,0,5305,0,0,339,2,6,0,1
98,0,4,1,0,200000,0,34265,1,1,1,1,0,0,0,0,0,0,2,1,4,2,0,1,15,12,0,3,43,1,6,2,13,0,1,3,0,1,39,73,1,4,5,1,34010,25005,0,0,0,0,0,463,5,2,1,1
98,0,4,1,0,85000,0,21505,2,0,1,0,0,0,0,0,0,0,0,0,3,2,0,1,14,8,0,3,33,0,1,3,4,0,5,3,0,1,34,53,1,5,4,1,21505,21505,0,0,0,0,0,366,5,5,0,1
98,2,0,1,2,999999,0,999999,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,99,99,0,5,20,0,6,3,12,1,0,1,0,1,22,61,1,0,0,1,1505,1505,0,0,0,0,0,0,1,0,0,0
98,0,4,1,1,999999,145,4010,1,1,1,1,0,0,0,0,0,0,1,1,6,4,0,1,14,8,0,12,34,0,6,2,6,0,2,3,1,0,22,18,1,5,8,1,2005,2005,0,0,0,0,0,41,3,0,0,1
98,0,4,1,1,999999,262,13905,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,99,99,1,3,76,1,6,3,13,0,6,3,1,0,0,0,2,6,8,0,4620,0,0,0,3585,0,0,315,5,6,0,1
98,0,4,1,1,999999,212,14725,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,99,99,0,3,25,0,6,3,12,0,0,3,0,1,22,61,1,4,4,1,14725,14725,0,0,0,0,0,388,5,2,0,1
98,0,4,1,0,72500,0,22885,1,1,1,1,2,7,1,1,0,1,0,0,3,0,0,1,99,99,0,0,18,0,6,3,12,0,4,3,2,1,11,16,1,0,8,1,580,545,0,0,0,0,0,401,5,0,0,1
98,0,4,1,0,95000,0,12005,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,99,99,0,9,44,0,6,0,4,0,1,3,0,1,27,64,0,3,6,1,10005,0,10005,0,0,0,0,264,5,0,0,0
98,0,4,1,0,112500,0,37010,1,1,1,1,0,0,0,0,0,0,1,1,4,2,2,1,4,3,0,12,33,0,6,2,4,1,1,2,0,1,27,72,1,3,3,1,17005,17005,0,0,0,0,0,500,5,0,0,1
98,0,4,1,1,999999,212,11660,2,0,1,0,0,0,0,0,0,0,0,0,5,4,0,1,16,7,0,3,35,0,6,0,6,0,5,3,0,1,14,26,1,3,4,1,11660,10805,0,0,855,0,0,136,2,6,0,1
98,0,4,1,0,175000,0,67520,1,1,1,1,2,0,1,1,0,1,0,0,4,0,0,1,99,99,1,0,10,1,1,3,13,1,2,2,3,2,0,0,2,6,8,2,999999,999999,999999,999999,99999,99999,99999,501,2,0,2,1
98,0,4,1,0,137500,0,50950,1,1,1,1,2,0,1,1,0,1,0,0,6,0,0,1,99,99,2,0,15,1,6,3,13,1,7,2,3,2,0,0,2,6,8,2,0,999999,999999,999999,0,0,0,501,3,0,2,1
98,0,4,1,0,47500,0,30685,1,1,1,1,0,0,0,0,0,0,1,1,6,3,0,1,19,15,0,12,49,0,4,2,7,1,1,2,0,1,11,11,1,5,4,1,12505,12505,0,0,0,0,0,299,3,0,0,1
98,0,4,1,0,95000,0,20005,1,1,1,1,0,0,0,0,0,0,1,1,4,2,2,1,3,2,0,12,32,0,6,2,4,1,0,2,0,1,22,61,1,6,0,0,0,0,0,0,0,0,0,270,3,0,0,0
98,0,4,1,0,77500,0,13945,1,1,0,0,0,0,0,0,0,0,1,1,2,0,0,1,99,99,0,12,69,0,6,2,6,0,0,3,1,0,0,0,2,6,8,0,1745,0,0,0,1745,0,0,316,0,0,0,1
98,0,4,1,0,72500,0,32925,1,0,1,0,1,0,1,0,0,0,0,0,2,0,0,1,99,99,0,0,31,1,6,3,13,0,0,3,0,1,25,44,1,5,4,1,25950,22185,0,0,0,0,0,501,5,0,0,1
98,0,4,1,0,62500,0,2560,3,2,1,1,0,0,0,0,0,0,1,1,2,0,0,1,99,99,0,12,78,0,6,2,3,0,8,3,1,0,0,0,2,6,8,0,0,0,0,0,0,0,0,58,5,0,0,1
98,0,4,1,0,37500,0,23015,1,1,0,0,0,0,0,0,0,0,2,1,2,0,0,1,99,99,0,3,59,1,6,2,13,0,5,3,0,1,24,47,1,5,4,1,16005,16005,0,0,0,0,0,471,2,6,1,1
98,0,4,1,1,999999,325,15005,1,1,1,1,2,0,1,1,0,1,0,0,4,0,0,1,99,99,1,0,10,1,6,3,13,1,2,2,3,2,0,0,2,6,8,2,999999,999999,999999,999999,99999,99999,99999,203,5,0,2,1
98,0,4,1,0,137500,0,44310,1,1,1,1,0,0,0,0,0,0,2,1,4,2,0,1,20,14,0,3,53,1,6,2,13,0,0,3,0,1,48,87,0,5,0,1,42005,0,42005,0,0,0,0,501,5,7,1,0
98,0,4,1,0,175000,0,26315,1,1,1,1,0,0,0,0,0,0,2,1,4,2,2,1,3,0,0,3,32,1,6,2,13,0,1,3,0,1,41,68,0,5,6,1,26315,25005,105,0,0,0,1205,356,4,2,1,1
98,0,4,1,0,95000,0,35015,1,1,1,1,0,0,0,0,0,0,0,0,5,0,0,1,99,99,1,10,54,0,1,5,12,0,5,3,1,0,37,49,0,6,8,0,0,0,0,0,0,0,0,392,3,0,0,1
98,0,4,1,0,137500,0,75000,1,1,1,1,0,0,0,0,0,0,1,1,4,2,0,1,13,11,0,12,37,0,6,2,4,0,0,3,1,0,0,0,2,6,8,0,0,0,0,0,0,0,0,501,2,0,0,1
98,0,4,1,0,67500,0,31820,1,1,1,1,2,0,1,1,0,1,0,0,7,0,0,1,99,99,4,0,25,1,5,3,13,0,6,3,0,1,23,18,1,5,5,1,11005,11005,0,0,0,0,0,269,5,0,0,1
98,0,4,1,0,85000,0,20730,1,1,0,0,0,0,0,0,0,0,2,1,2,0,0,1,99,99,0,3,26,1,6,2,13,0,5,3,0,1,41,68,1,4,4,1,13925,13925,0,0,0,0,0,424,3,1,0,1
98,0,4,1,1,999999,262,605,1,1,0,0,0,0,0,0,0,0,1,1,4,0,0,1,99,99,0,12,55,0,6,2,5,0,5,3,1,0,22,61,1,6,8,0,0,0,0,0,0,0,0,8,5,0,0,1
98,0,4,1,1,999999,212,14090,1,1,1,1,0,0,0,0,0,0,2,1,3,1,1,1,0,0,0,3,32,1,6,2,13,0,3,3,0,1,23,18,1,5,4,1,12005,12005,0,0,0,0,0,240,3,1,0,0
98,0,4,1,0,999999,0,23910,1,0,0,2,0,0,0,0,0,0,0,0,6,1,0,1,49,49,1,3,68,1,6,5,13,0,6,3,1,0,0,0,2,6,8,0,1525,0,0,0,1525,0,0,238,2,6,0,1
98,0,4,1,0,200000,0,46010,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,99,99,0,9,58,0,6,0,12,0,0,3,0,1,41,68,1,5,4,1,30005,30005,0,0,0,0,0,501,5,0,0,1
98,0,4,1,1,999999,185,18160,1,1,0,0,0,0,0,0,0,0,2,1,2,0,0,1,99,99,0,3,22,1,1,2,13,0,0,3,0,1,23,18,1,1,5,1,9755,9755,0,0,0,0,0,372,5,2,0,0
98,0,4,1,0,200000,0,54245,1,1,1,1,2,0,1,1,0,1,0,0,4,0,0,1,99,99,1,0,22,1,6,3,13,0,5,3,0,1,26,32,1,5,1,1,4005,4005,0,0,0,0,0,501,3,0,0,0
98,0,4,1,0,175000,0,51010,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,99,99,0,9,31,0,6,0,12,0,1,3,1,0,0,0,2,6,8,0,3755,0,0,0,0,0,0,99,5,0,0,1
98,0,4,1,1,999999,95,23830,1,0,1,0,1,0,1,0,0,0,0,0,3,0,0,1,99,99,0,0,16,1,1,3,13,1,4,2,1,0,20,8,1,6,8,0,0,0,0,0,0,0,0,406,2,0,0,1
98,0,4,1,0,47500,0,13580,1,0,2,0,1,0,1,0,0,0,0,0,6,0,0,1,99,99,3,0,15,0,6,3,12,1,6,2,3,2,0,0,2,6,8,2,2455,999999,999999,999999,0,2455,0,135,0,0,2,1
98,0,4,1,1,999999,262,6945,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,99,99,0,9,23,1,6,3,13,0,0,3,0,1,25,44,1,5,4,1,9005,9005,0,0,0,0,0,237,3,0,0,1
98,0,4,1,0,137500,0,59225,1,1,1,1,2,0,1,1,0,1,0,0,5,0,0,1,99,99,1,0,16,0,5,3,12,1,3,2,1,0,0,0,2,6,8,0,0,0,0,0,0,0,0,501,2,0,0,1
98,0,4,1,0,85000,0,30895,1,1,0,0,0,0,0,0,0,0,2,1,2,0,0,1,99,99,0,3,59,1,6,2,13,0,0,3,0,1,35,41,1,5,4,1,25190,24675,0,0,0,0,0,501,5,7,1,1
98,0,4,1,1,999999,262,18315,1,1,0,0,0,0,0,0,0,0,2,1,2,0,0,1,99,99,0,3,26,1,6,2,13,1,0,2,0,1,18,44,1,5,2,1,14310,14005,0,0,0,0,0,375,3,1,0,1
98,0,4,1,0,32500,0,27770,1,1,1,1,2,0,1,1,0,1,0,0,6,0,0,1,99,99,2,0,6,0,6,3,13,1,8,2,3,2,0,0,2,6,8,2,999999,999999,999999,999999,99999,99999,99999,276,5,0,2,1
98,0,4,1,0,112500,0,19510,1,1,1,1,0,0,0,0,0,0,2,1,4,2,0,1,15,12,0,3,36,1,6,2,13,0,5,3,0,1,24,19,1,5,4,1,18005,18005,0,0,0,0,0,264,5,1,0,1
98,0,4,1,0,175000,0,30505,1,1,1,1,2,0,1,1,0,1,0,0,4,0,0,1,99,99,1,0,16,1,6,3,13,0,7,3,1,0,0,0,2,6,8,0,0,0,0,0,0,0,0,412,2,0,0,1
98,0,4,1,1,999999,135,6030,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,99,99,0,3,31,1,6,3,13,1,1,1,0,1,31,53,1,5,6,1,6030,6005,0,0,0,0,0,159,5,1,0,0
98,0,4,1,0,175000,0,42810,1,1,3,1,3,0,5,0,0,0,0,0,6,0,0,1,99,99,1,2,3,0,1,3,13,1,8,2,3,2,0,0,2,6,8,2,999999,999999,999999,999999,99999,99999,99999,417,5,0,2,1
98,0,4,1,1,999999,287,24810,1,1,1,1,2,0,1,1,0,1,0,0,3,0,0,1,99,99,0,0,17,0,6,3,12,0,3,3,2,1,0,0,2,6,8,0,0,0,0,0,0,0,0,423,3,0,0,1
98,0,4,1,1,999999,500,21440,1,0,1,0,0,0,0,0,0,0,0,0,3,2,0,1,43,31,0,7,70,0,6,5,6,0,6,3,1,0,0,0,2,6,8,0,4310,0,0,0,4245,65,0,376,5,0,0,1
98,0,4,1,1,999999,450,20515,1,1,0,0,0,0,0,0,0,0,1,2,2,0,0,1,99,99,0,12,31,1,6,2,13,0,4,3,0,1,38,68,0,5,7,1,12005,0,12005,0,0,0,0,420,5,0,1,0
98,0,4,1,0,137500,0,9760,1,1,1,1,0,0,0,0,0,0,2,1,4,2,0,1,33,22,0,3,60,1,6,2,13,0,5,3,0,1,27,29,0,1,2,1,4950,1435,0,0,0,805,905,130,2,6,1,1
98,0,4,1,0,67500,0,42320,1,1,1,1,1,0,1,2,0,1,0,0,3,0,0,1,99,99,0,0,17,0,1,3,12,1,4,2,0,1,24,47,1,0,1,1,310,285,0,0,0,0,0,501,5,0,0,1
98,0,4,1,0,62500,0,24475,1,1,1,1,2,0,1,1,0,1,0,0,3,0,0,1,99,99,0,0,16,1,6,3,13,1,7,2,1,0,0,0,2,6,8,0,0,0,0,0,0,0,0,417,2,0,0,1
98,0,4,1,0,77500,0,26565,1,1,1,1,0,0,0,0,0,0,2,1,3,1,0,1,10,10,0,3,33,1,6,2,13,0,0,3,0,1,23,18,1,5,4,1,17505,17505,0,0,0,0,0,452,3,2,1,0
98,0,4,1,0,21250,0,3385,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,99,99,0,3,77,0,6,5,3,0,6,3,1,0,0,0,2,6,8,0,3385,0,0,0,3385,0,0,97,2,6,0,1
98,0,4,1,0,112500,0,26950,1,1,1,1,2,0,1,1,0,1,0,0,7,0,0,1,99,99,4,0,22,1,6,3,13,1,0,2,1,0,20,9,1,1,8,1,1545,1545,0,0,0,0,0,223,3,0,0,1
98,0,4,1,0,85000,0,33110,1,1,1,1,2,0,1,1,0,1,0,0,4,0,0,1,99,99,1,0,15,0,6,3,12,1,7,2,3,2,0,0,2,6,8,2,0,999999,999999,999999,0,0,0,448,5,0,2,1
98,0,4,1,0,200000,0,75000,1,1,1,1,0,0,0,0,0,0,1,1,4,2,1,1,19,4,0,12,41,0,6,2,6,0,5,3,1,0,0,0,2,6,8,0,0,0,0,0,0,0,0,501,5,0,0,1
98,0,4,1,0,85000,0,21010,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,99,99,0,3,25,1,6,3,13,1,1,2,0,1,32,39,1,5,4,1,21010,16005,0,0,0,0,0,501,5,1,0,1
98,0,4,1,0,42499,0,21025,1,1,0,0,0,0,0,0,0,0,1,1,2,0,0,1,99,99,0,12,69,0,6,2,4,0,5,3,1,0,0,0,2,6,8,0,8015,0,0,0,4405,0,2505,477,5,0,0,1
98,0,4,1,1,999999,325,11005,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,99,99,0,3,23,0,6,3,12,0,1,3,0,1,31,73,1,5,4,1,11005,11005,0,0,0,0,0,290,5,1,0,1
98,0,4,1,0,62500,0,29020,1,1,1,1,2,0,1,1,0,1,0,0,7,0,0,1,99,99,3,0,14,1,6,3,13,1,6,2,3,2,0,0,2,6,8,2,999999,999999,999999,999999,99999,99999,99999,249,2,0,2,1
98,0,4,1,0,72500,0,28515,1,1,2,1,0,0,0,0,0,0,1,1,4,1,1,1,1,1,0,12,29,0,4,2,3,0,1,3,0,1,11,22,1,2,4,1,10005,10005,0,0,0,0,0,373,3,0,0,1
98,0,4,1,1,999999,237,19770,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,99,99,1,3,27,1,6,1,13,0,6,3,0,1,23,18,1,5,8,1,11965,11965,0,0,0,0,0,215,0,1,0,1
98,0,4,1,1,999999,262,2860,1,0,1,0,1,0,1,0,0,0,0,0,2,0,0,1,99,99,0,0,8,1,1,3,13,1,2,2,3,2,0,0,2,6,8,2,999999,999999,999999,999999,99999,99999,99999,57,3,0,2,1
98,0,4,1,1,999999,212,6590,1,0,1,0,0,0,0,0,0,0,0,0,5,3,2,1,8,1,1,10,25,0,1,4,5,0,4,3,1,0,0,0,2,6,8,0,485,0,0,0,0,485,0,76,3,0,0,1
98,0,4,1,0,999999,0,24030,1,1,1,1,2,0,1,1,0,1,0,0,6,0,0,1,99,99,3,0,26,1,1,4,13,0,3,3,1,0,0,0,2,6,8,0,510,0,0,0,155,355,0,234,3,0,0,1
98,0,4,1,0,999999,0,14360,1,1,1,1,2,0,1,1,0,1,0,0,5,0,0,1,99,99,2,0,5,0,6,3,13,1,8,2,3,2,0,0,2,6,8,2,999999,999999,999999,999999,99999,99999,99999,165,5,0,2,1
98,0,4,1,0,67500,0,25375,1,1,0,0,0,0,0,0,0,0,1,1,2,0,0,1,99,99,0,12,60,0,6,2,4,0,1,3,0,1,26,72,1,0,3,1,1505,1505,0,0,0,0,0,501,2,0,0,1
98,0,4,1,0,200000,0,14210,1,0,1,0,1,0,1,0,0,0,0,0,3,0,0,1,99,99,1,0,13,1,6,3,13,1,6,2,3,2,0,0,2,6,8,2,999999,999999,999999,999999,99999,99999,99999,242,5,0,2,1
98,0,4,1,0,112500,0,41015,1,1,1,1,2,0,1,1,0,1,0,0,5,0,0,1,99,99,2,0,15,0,6,3,12,1,6,2,3,2,0,0,2,6,8,2,0,999999,999999,999999,0,0,0,471,5,0,2,1
98,0,4,1,0,137500,0,20515,1,1,0,0,0,0,0,0,0,0,2,1,2,0,0,1,99,99,0,3,36,1,6,2,13,0,1,3,0,1,35,62,0,0,1,1,2510,2005,505,0,0,0,0,420,3,1,1,1
98,0,4,1,1,999999,325,13005,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,99,99,0,3,23,0,6,5,12,0,1,3,0,1,30,65,1,5,3,1,13005,13005,0,0,0,0,0,343,5,2,0,1
98,0,4,1,0,95000,0,34010,1,1,1,1,2,0,1,1,0,1,0,0,4,0,0,1,99,99,1,0,1,1,1,3,13,0,9,3,3,2,0,0,2,6,8,2,999999,999999,999999,999999,99999,99999,99999,460,5,0,2,1
98,0,4,1,0,52500,0,5030,1,1,0,0,0,0,0,0,0,0,1,1,4,0,0,1,99,99,0,12,53,0,5,2,4,0,3,3,1,0,0,0,2,6,8,0,4925,0,0,0,0,4925,0,68,2,0,0,1
98,0,4,1,0,112500,0,35885,1,1,1,1,0,0,0,0,0,0,1,1,3,1,0,1,17,17,0,12,38,0,6,2,4,0,5,3,1,0,0,0,2,6,8,0,0,0,0,0,0,0,0,501,5,0,0,1
98,0,4,1,0,95000,0,29530,1,1,1,1,0,0,0,0,0,0,2,1,4,2,1,1,5,3,0,3,32,1,6,2,13,1,1,1,0,1,42,86,1,5,7,1,27515,20275,6055,0,0,0,0,399,3,2,1,0
98,0,4,1,1,999999,212,14405,1,1,1,1,0,0,0,0,0,0,2,1,4,2,0,1,15,13,0,3,36,1,6,2,13,0,0,3,0,1,37,49,1,5,4,1,14405,14405,0,0,0,0,0,195,2,5,1,1
98,0,4,1,0,175000,0,36015,2,1,1,1,0,0,0,0,0,0,2,1,3,1,1,1,4,4,0,3,37,1,5,2,13,0,1,3,0,1,38,68,1,5,5,1,25010,24005,0,0,0,0,0,501,3,1,0,1
98,0,4,1,1,999999,165,22510,1,1,1,1,0,0,0,0,0,0,1,1,3,1,1,1,3,3,0,12,31,0,6,2,3,0,6,3,1,0,22,18,1,5,8,1,6505,6505,0,0,0,0,0,383,5,0,0,1
98,0,4,1,0,85000,0,32330,1,1,1,1,0,0,0,0,0,0,1,1,4,2,0,1,21,20,0,12,52,0,6,2,6,0,5,3,0,1,22,61,1,5,4,1,10005,10005,0,0,0,0,0,430,5,0,0,1
98,0,4,1,0,999999,0,0,1,1,0,0,0,0,0,0,0,0,2,1,2,0,0,1,99,99,0,3,70,1,6,2,13,0,3,3,1,0,0,0,2,6,8,0,0,0,0,0,0,0,0,1,2,8,0,1
98,1,5,1,2,999999,0,999999,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,99,99,0,4,57,0,6,5,5,0,0,3,1,0,0,0,2,6,8,0,0,0,0,0,0,0,0,0,3,0,0,1
98,0,4,1,1,999999,325,20370,1,1,0,0,0,0,0,0,0,0,2,1,2,0,0,1,99,99,0,3,59,1,6,2,13,0,5,3,0,1,24,47,1,5,5,1,20370,19875,0,0,0,0,0,417,5,5,0,1
98,0,4,1,0,112500,0,75000,1,1,1,1,2,0,1,1,0,1,0,0,4,0,0,1,99,99,1,0,29,0,6,3,12,1,1,2,1,0,0,0,2,6,8,0,4465,0,0,0,0,4465,0,501,5,0,0,1
98,0,4,1,1,999999,125,16915,1,0,1,0,0,0,0,0,0,0,0,0,6,0,0,1,99,99,1,3,69,0,1,1,6,0,7,3,1,0,0,0,2,6,8,0,4800,0,0,0,1225,3575,0,168,5,6,0,1
98,0,4,1,0,85000,0,7690,1,1,0,0,0,0,0,0,0,0,1,1,2,0,0,1,99,99,0,12,59,0,1,2,0,0,6,3,1,0,0,0,2,6,8,0,0,0,0,0,0,0,0,157,2,0,0,1
98,0,4,1,0,85000,0,52765,1,1,1,1,0,0,0,0,0,0,1,1,3,1,0,1,18,18,0,12,42,0,6,2,7,0,5,3,1,0,0,0,2,6,8,0,0,0,0,0,0,0,0,501,2,0,0,1
98,0,4,1,0,112500,0,41095,1,1,1,2,2,0,1,1,0,1,0,0,5,0,0,1,99,99,1,0,27,1,3,3,13,0,0,3,0,1,30,40,1,2,6,1,5450,5425,0,0,0,0,0,453,2,0,0,1
98,0,4,1,0,37500,0,30515,1,1,1,1,0,0,0,0,0,0,1,1,5,3,0,1,18,16,0,12,37,0,1,2,5,0,0,3,0,1,14,26,1,3,4,1,9005,9005,0,0,0,0,0,342,2,0,0,0
98,0,4,1,1,999999,262,15010,1,0,1,0,3,0,1,0,0,0,0,0,3,0,0,1,99,99,1,10,16,0,6,3,12,1,7,2,1,0,0,0,2,6,8,0,0,0,0,0,0,0,0,256,2,0,0,1
98,0,4,1,1,999999,262,18020,1,1,1,1,0,0,0,0,0,0,1,1,3,1,0,1,9,9,0,12,52,0,2,2,3,0,0,3,1,0,0,0,2,6,8,0,0,0,0,0,0,0,0,307,3,0,0,1
98,0,4,1,1,999999,155,8780,2,0,0,1,0,0,0,2,0,3,0,0,2,0,0,2,99,99,0,9,28,0,6,0,5,0,5,3,1,0,0,0,2,6,8,0,0,0,0,0,0,0,0,66,5,0,0,1
98,0,4,1,0,999999,0,14505,2,2,2,2,8,0,3,7,0,3,0,0,4,0,0,2,99,99,1,5,1,0,6,3,13,0,9,3,3,2,0,0,2,6,8,2,999999,999999,999999,999999,99999,99999,99999,1,5,0,2,1
98,0,4,1,0,137500,0,23210,1,1,1,1,2,0,1,1,0,1,0,0,4,0,0,1,99,99,1,0,8,1,6,3,13,1,2,0,3,2,0,0,2,6,8,2,999999,999999,999999,999999,99999,99999,99999,314,3,0,2,1
98,0,4,1,0,95000,0,42000,1,1,1,1,0,0,0,0,0,0,1,1,4,2,0,1,19,15,0,12,39,0,6,2,4,0,0,3,0,1,22,51,1,4,2,1,8635,8635,0,0,0,0,0,501,5,0,0,1
98,0,4,1,1,999999,500,21010,1,0,1,0,1,0,1,0,0,0,0,0,4,0,0,1,99,99,2,0,11,1,6,3,13,1,6,2,3,2,0,0,2,6,8,2,999999,999999,999999,999999,99999,99999,99999,283,4,0,2,1
98,0,4,1,1,999999,125,8005,2,0,0,1,0,0,0,1,0,1,0,0,2,0,0,1,99,99,0,0,4,1,6,3,13,1,8,0,3,2,0,0,2,6,8,2,999999,999999,999999,999999,99999,99999,99999,159,5,0,2,1
98,0,4,1,0,112500,0,23600,1,1,0,0,0,0,0,0,0,0,1,1,2,0,0,1,99,99,0,12,51,0,6,2,4,0,5,3,0,1,24,47,1,4,4,1,11255,11255,0,0,0,0,0,483,2,0,0,1
98,0,4,1,0,112500,0,14005,1,0,1,0,1,0,1,0,0,0,0,0,2,0,0,1,99,99,0,0,14,1,6,3,13,0,6,3,3,2,0,0,2,6,8,2,999999,999999,999999,999999,99999,99999,99999,279,2,0,2,1
98,0,4,1,0,999999,0,15910,1,1,0,0,0,0,0,0,0,0,1,1,2,0,0,1,99,99,0,12,54,0,1,2,3,1,5,2,0,1,11,16,1,5,1,1,4745,4745,0,0,0,0,0,326,5,0,0,1
98,0,4,1,1,999999,155,13005,1,1,1,1,0,0,0,0,0,0,2,1,3,1,0,1,5,5,0,3,34,1,6,2,13,0,6,3,0,1,27,22,1,5,4,1,13005,13005,0,0,0,0,0,222,3,1,0,1
98,0,4,1,0,999999,0,8005,1,1,1,1,2,0,1,1,0,1,0,0,4,0,0,1,99,99,1,0,7,0,6,3,13,1,2,1,3,2,0,0,2,6,8,2,999999,999999,999999,999999,99999,99999,99999,108,5,0,2,1
98,0,4,1,1,999999,450,19660,3,1,1,1,0,0,0,0,0,0,2,1,5,3,0,1,13,8,0,3,44,1,6,2,13,0,0,3,0,1,24,52,1,5,4,1,19660,18205,0,0,0,0,1455,226,5,5,1,0
98,0,4,1,1,999999,500,41535,1,1,1,1,2,0,1,1,0,1,0,0,5,0,0,1,99,99,2,0,16,0,6,3,12,1,3,2,0,1,23,18,1,6,0,0,0,0,0,0,0,0,0,465,5,0,0,1
98,0,4,1,1,999999,185,20410,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,99,99,0,3,22,1,6,1,13,0,0,3,0,1,24,47,1,5,7,1,20410,10805,9605,0,0,0,0,501,0,1,0,0
98,0,4,1,0,200000,0,75000,2,1,0,0,0,0,0,0,0,0,1,1,2,0,0,1,99,99,0,12,30,0,2,2,5,0,1,3,1,0,0,0,2,6,8,0,0,0,0,0,0,0,0,501,5,0,0,1
98,0,4,1,1,999999,287,11965,1,0,1,0,0,0,0,0,0,0,0,0,2,1,0,1,14,14,0,3,30,0,1,4,3,0,0,3,0,1,17,13,1,5,4,1,11965,11965,0,0,0,0,0,238,4,2,0,1
98,0,4,1,0,85000,0,20115,1,1,1,1,0,0,0,0,0,0,2,1,6,4,0,1,16,6,0,3,46,1,6,2,13,0,6,3,0,1,23,18,1,5,5,1,20115,20115,0,0,0,0,0,206,5,5,0,1
98,0,4,1,1,999999,375,15270,1,1,0,0,0,0,0,0,0,0,2,1,2,0,0,1,99,99,0,3,68,1,6,2,13,0,6,3,0,1,41,68,0,3,2,1,10210,0,6005,0,4205,0,0,346,5,7,0,0
98,0,4,1,0,85000,0,21005,2,0,0,1,0,0,0,1,0,1,0,0,4,0,0,1,99,99,2,0,7,1,6,3,13,1,2,2,3,2,0,0,2,6,8,2,999999,999999,999999,999999,99999,99999,99999,283,5,0,2,1
98,0,4,1,1,999999,0,15395,1,1,1,1,2,0,1,1,0,1,0,0,4,0,0,1,99,99,1,0,9,0,4,3,13,1,2,2,3,2,0,0,2,6,8,2,999999,999999,999999,999999,99999,99999,99999,208,0,0,2,1
98,0,4,1,1,999999,212,1805,1,0,1,0,1,0,1,0,0,0,0,0,7,0,0,1,99,99,5,0,4,1,6,3,13,0,8,3,3,2,0,0,2,6,8,2,999999,999999,999999,999999,99999,99999,99999,17,5,0,2,1
98,0,4,1,1,999999,185,9125,1,0,2,0,3,0,1,0,0,0,0,0,3,1,0,1,7,7,0,3,38,0,6,0,3,0,6,3,0,1,23,18,1,4,4,1,9125,9125,0,0,0,0,0,155,3,1,0,1
