year,gq,gqtypeg,farm,ownershg,value,rent,ftotinc,nfams,ncouples,nmothers,nfathers,momloc,stepmom,momrule,poploc,steppop,poprule,sploc,sprule,famsize,nchild,nchlt5,famunit,eldch,yngch,nsibs,relateg,age,sex,raceg,marst,chborn,school,educrec,schltype,empstatg,labforce,occscore,sei,classwkg,wkswork2,hrswork2,yrlastwk,workedyr,inctot,incwage,incbus,incfarm,incss,incwelfr,incother,poverty,migrat5g,movedin,vetstat,binaryClass
99,0,1,1,0,112500,0,25200,1,1,0,0,0,0,0,0,0,0,1,1,2,0,0,1,99,99,0,12,69,0,6,2,12,0,5,0,1,0,0,0,2,6,8,3,0,12800,0,0,0,7000,0,0,336,1,0,0,1
99,0,1,1,0,137500,0,46800,1,1,3,1,0,0,0,0,0,0,8,5,10,1,0,1,12,12,0,6,32,0,6,2,4,0,8,0,1,0,0,0,2,6,8,5,0,9600,0,0,0,0,9600,0,182,1,0,0,1
99,0,1,1,0,225000,0,15000,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,99,99,0,5,35,1,6,3,13,0,0,0,0,1,16,15,1,5,4,7,1,8160,8160,0,0,0,0,0,126,0,0,0,0
99,0,1,1,0,275000,0,67700,1,1,0,0,0,0,0,0,0,0,2,1,2,0,0,1,99,99,0,3,55,1,6,2,13,0,0,0,0,1,32,34,1,5,4,7,1,50000,50000,0,0,0,0,0,501,1,6,0,1
99,0,1,1,0,112500,0,30000,1,1,1,1,0,0,0,0,0,0,1,1,4,2,0,1,13,10,0,12,36,0,6,2,4,0,4,0,1,0,16,15,0,6,8,2,0,0,0,0,0,0,0,0,239,1,0,0,1
99,0,1,1,0,225000,0,5196,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,99,99,0,3,66,0,6,5,6,0,5,0,1,0,0,0,2,6,8,0,0,5196,0,0,0,5196,0,0,87,1,7,0,1
99,0,1,1,1,999999,512,11000,1,1,1,0,0,0,0,0,0,0,2,1,3,0,0,1,99,99,0,3,28,1,6,2,13,1,0,2,0,1,20,9,1,5,4,7,1,8000,8000,0,0,0,0,0,113,0,2,0,1
99,0,1,1,0,350000,0,102019,1,1,1,1,0,0,0,0,0,0,2,1,5,3,0,1,18,13,0,3,46,1,3,2,13,0,1,0,0,1,35,62,1,0,2,7,1,89300,60000,0,0,0,0,4300,501,1,5,0,1
99,0,1,1,1,999999,875,28322,2,1,1,2,0,0,0,0,0,0,0,0,1,0,0,2,99,99,0,9,32,0,6,3,5,0,3,0,1,0,0,0,2,6,8,0,0,0,0,0,0,0,0,0,1,1,0,0,1
99,0,1,1,1,999999,575,30800,1,1,1,1,2,0,1,1,0,1,0,0,3,0,0,1,99,99,0,0,1,1,4,3,13,2,9,3,3,2,0,0,2,6,8,7,2,0,999999,999999,999999,99999,99999,99999,309,2,0,2,1
99,0,1,1,1,999999,337,19600,1,1,1,1,2,0,1,1,0,1,0,0,4,0,0,1,99,99,1,0,9,1,6,3,13,1,2,2,3,2,0,0,2,6,8,7,2,0,999999,999999,999999,99999,99999,99999,156,1,0,2,1
99,0,1,1,1,999999,537,15000,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,99,99,0,3,62,1,6,3,13,0,5,0,0,1,41,68,1,5,4,7,1,15000,15000,0,0,0,0,0,233,0,2,1,1
99,0,1,1,1,999999,1000,82150,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,99,99,0,3,55,0,6,0,4,0,0,0,0,1,41,68,1,5,4,7,1,82150,79750,0,0,0,0,0,501,0,1,0,1
99,0,1,1,0,225000,0,79010,1,1,1,1,0,0,0,0,0,0,1,1,4,2,0,1,16,15,0,12,43,0,6,2,4,0,0,0,0,1,29,72,1,3,4,7,1,23000,23000,0,0,0,0,0,501,0,0,0,1
99,0,1,1,1,999999,487,7500,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,99,99,0,5,29,1,6,3,13,1,5,1,0,1,20,8,1,5,1,7,1,13000,13000,0,0,0,0,0,202,0,0,0,1
99,0,1,1,0,187500,0,17000,1,1,1,1,2,0,1,1,0,1,0,0,5,0,0,1,99,99,2,0,11,0,6,3,13,1,6,2,3,2,0,0,2,6,8,7,2,0,999999,999999,999999,99999,99999,99999,115,0,0,2,1
99,0,1,1,0,187500,0,16079,1,1,1,1,2,0,1,3,0,1,0,0,3,0,0,1,99,99,0,3,64,0,6,5,4,0,0,0,1,0,0,0,2,6,8,5,0,4100,0,0,0,3751,0,0,166,1,8,0,1
99,0,1,1,1,999999,875,12746,1,1,0,0,0,0,0,0,0,0,2,2,2,0,0,1,99,99,0,3,82,0,1,2,3,0,0,0,1,0,0,0,2,6,8,3,0,7562,0,0,0,7562,0,0,170,0,2,0,1
99,0,1,1,1,999999,575,45567,1,1,1,1,1,0,1,2,0,1,0,0,5,0,0,1,99,99,2,0,16,1,6,3,13,1,3,2,1,0,0,0,2,6,8,0,0,15189,0,0,0,0,15189,0,308,1,0,0,1
99,0,1,1,0,400000,0,85000,1,1,1,1,2,0,1,1,0,1,0,0,6,0,0,1,99,99,3,0,11,1,6,3,13,1,6,1,3,2,0,0,2,6,8,7,2,0,999999,999999,999999,99999,99999,99999,501,1,0,2,1
99,0,1,1,1,999999,262,1564,1,0,2,0,2,0,2,0,0,0,0,0,4,0,0,1,99,99,1,2,4,0,6,3,13,1,8,2,3,2,0,0,2,6,8,7,2,0,999999,999999,999999,99999,99999,99999,12,2,0,2,1
99,0,1,1,1,999999,575,43000,1,0,1,0,0,0,0,0,0,0,0,0,4,2,1,1,8,3,0,3,29,0,1,0,4,0,0,0,1,0,22,61,1,1,8,6,1,7000,6500,0,0,0,0,500,342,0,1,0,1
99,0,1,1,1,999999,625,59500,2,0,0,1,0,0,0,0,0,0,0,0,8,0,0,1,99,99,1,10,31,1,6,1,13,0,6,0,0,1,11,11,1,5,4,7,1,9000,9000,0,0,0,0,0,261,0,0,0,1
99,0,1,1,1,999999,875,40596,1,1,1,1,0,0,0,0,0,0,2,1,5,3,0,1,21,11,0,3,42,1,6,2,13,0,0,0,0,1,35,62,1,0,2,7,1,5990,3500,0,0,0,0,2490,259,0,2,0,1
99,0,1,1,1,999999,537,17000,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,99,99,0,9,21,1,1,3,13,0,5,0,0,1,24,47,1,2,4,7,1,7000,7000,0,0,0,0,0,109,0,0,0,1
99,0,1,1,1,999999,1000,40000,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,99,99,0,3,29,1,6,3,13,1,0,2,0,1,41,68,1,5,7,7,1,40000,40000,0,0,0,0,0,501,0,1,0,1
99,0,1,1,1,999999,387,5112,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,99,99,0,3,68,0,1,5,12,0,5,0,1,0,0,0,2,6,8,5,0,4800,0,0,0,4800,0,0,68,1,2,0,1
99,0,1,1,1,999999,875,5709,2,1,1,1,0,0,0,0,0,0,2,1,3,1,1,1,3,3,0,3,34,1,6,2,13,1,1,1,0,1,25,52,0,2,3,7,1,5709,0,5709,0,0,0,0,57,0,2,0,1
99,0,1,1,0,162500,0,32000,1,1,1,1,2,0,1,1,0,1,0,0,4,0,0,1,99,99,1,0,6,0,6,3,13,1,8,2,3,2,0,0,2,6,8,7,2,0,999999,999999,999999,99999,99999,99999,254,1,0,2,1
99,0,1,1,0,137500,0,47704,1,1,1,1,0,0,0,0,0,0,1,1,5,2,1,1,7,2,0,12,27,0,6,2,4,1,0,2,0,1,42,84,1,5,0,7,1,8550,8500,0,0,0,0,0,322,0,0,0,1
99,0,1,1,0,350000,0,6704,1,1,1,1,1,0,1,2,0,1,0,0,3,0,0,1,99,99,0,0,8,1,4,3,13,1,2,2,3,2,0,0,2,6,8,7,2,0,999999,999999,999999,99999,99999,99999,67,0,0,2,1
99,0,1,1,0,187500,0,36500,1,1,1,1,0,0,0,0,0,0,1,1,6,4,0,1,16,7,0,12,44,0,6,2,5,0,5,0,0,1,22,51,1,6,7,7,0,0,0,0,0,0,0,0,220,1,0,0,1
99,0,1,1,0,400000,0,264000,1,1,2,1,2,0,1,1,0,1,0,0,8,0,0,1,99,99,2,0,3,1,4,3,13,0,8,0,3,2,0,0,2,6,8,7,2,0,999999,999999,999999,99999,99999,99999,501,2,0,2,1
99,0,1,1,0,187500,0,122200,1,1,1,1,2,0,1,1,0,1,0,0,4,0,0,1,99,99,1,0,13,1,4,3,13,1,6,2,3,2,0,0,2,6,8,7,2,0,999999,999999,999999,99999,99999,99999,501,1,0,2,1
99,0,1,1,0,137500,0,50000,1,1,1,1,2,0,1,1,0,1,0,0,4,0,0,1,99,99,1,0,13,1,6,3,13,1,6,2,3,2,0,0,2,6,8,7,2,0,999999,999999,999999,99999,99999,99999,398,1,0,2,1
99,0,1,1,1,999999,312,28000,1,1,1,1,0,0,0,0,0,0,1,1,4,2,0,1,18,16,0,12,42,0,6,2,4,0,6,0,0,1,35,44,1,5,4,7,1,14000,14000,0,0,0,0,0,215,1,0,0,1
99,0,1,1,1,999999,875,23000,2,1,1,1,2,0,1,1,0,1,0,0,4,0,0,1,99,99,1,0,4,0,6,3,13,1,8,2,3,2,0,0,2,6,8,7,2,0,999999,999999,999999,99999,99999,99999,183,2,0,2,1
99,2,2,1,2,999999,0,999999,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,99,99,0,5,22,1,6,3,13,0,5,0,0,1,11,18,1,5,7,7,1,8400,8400,0,0,0,0,0,0,0,0,0,0
99,0,1,1,0,400000,0,30000,1,0,1,0,1,0,1,0,0,0,0,0,3,0,0,1,99,99,1,0,13,0,6,3,13,1,6,2,3,2,0,0,2,6,8,7,2,0,999999,999999,999999,99999,99999,99999,300,1,0,2,1
99,0,1,1,0,137500,0,22778,1,1,1,1,2,0,1,1,0,1,0,0,4,0,0,1,99,99,1,0,3,0,1,3,13,0,8,0,3,2,0,0,2,6,8,7,2,0,999999,999999,999999,99999,99999,99999,181,2,0,2,1
99,0,1,1,1,999999,725,13550,2,0,1,0,1,0,1,0,0,0,0,0,2,0,0,1,99,99,0,0,12,0,6,3,13,0,6,0,3,2,0,0,2,6,8,7,2,0,999999,999999,999999,99999,99999,99999,159,1,0,2,1
99,0,1,1,0,112500,0,36576,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,99,99,0,3,74,0,6,5,6,0,4,0,1,0,0,0,2,6,8,0,0,21512,0,0,0,6768,0,0,488,1,8,0,1
99,0,1,1,1,999999,212,0,1,1,1,1,2,0,1,1,0,1,0,0,6,0,0,1,99,99,3,0,13,0,6,3,13,1,6,2,3,2,0,0,2,6,8,7,2,0,999999,999999,999999,99999,99999,99999,1,1,0,2,1
99,0,1,1,0,187500,0,47260,1,1,0,0,0,0,0,0,0,0,1,1,2,0,0,1,99,99,0,12,22,0,6,2,12,0,0,0,0,1,41,68,1,5,4,7,1,22200,22000,0,0,0,0,0,501,1,0,0,1
99,1,0,1,2,999999,0,999999,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,99,99,0,4,15,1,6,3,13,1,6,2,3,2,0,0,2,6,8,7,2,0,999999,999999,999999,0,0,0,0,0,0,2,1
99,0,1,1,1,999999,337,19600,1,1,1,1,0,0,0,0,0,0,1,1,4,2,1,1,9,1,0,12,29,0,6,2,4,0,5,0,1,0,19,17,1,5,8,6,1,10000,10000,0,0,0,0,0,156,1,0,0,1
99,0,1,1,1,999999,337,7000,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,99,99,0,3,64,0,6,0,3,0,2,0,1,0,0,0,2,6,8,5,0,7000,0,0,0,0,7000,0,109,1,6,0,1
99,0,1,1,1,999999,537,12000,1,0,1,0,1,0,1,0,0,0,0,0,2,0,0,1,99,99,0,0,12,1,6,3,13,1,6,2,3,2,0,0,2,6,8,7,2,0,999999,999999,999999,99999,99999,99999,140,0,0,2,1
99,0,1,1,0,275000,0,52012,1,1,1,1,0,0,0,0,0,0,2,1,3,1,1,1,2,2,0,3,42,1,6,2,13,0,5,0,0,1,29,27,0,5,4,7,1,52012,57418,0,0,0,0,0,501,1,5,1,1
99,0,1,1,1,999999,537,8328,2,0,1,0,1,0,1,0,0,0,0,0,6,0,0,1,99,99,4,0,7,1,6,3,13,1,2,2,3,2,0,0,2,6,8,7,2,0,999999,999999,999999,99999,99999,99999,51,0,0,2,1
99,0,1,1,0,225000,0,88500,1,1,1,1,2,0,1,1,0,1,0,0,4,0,0,1,99,99,1,0,10,1,6,3,13,1,6,2,3,2,0,0,2,6,8,7,2,0,999999,999999,999999,99999,99999,99999,501,1,0,2,1
99,0,1,1,0,137500,0,47704,1,1,1,1,0,0,0,0,0,0,2,1,5,2,1,1,7,2,0,3,33,1,6,2,13,0,5,0,0,1,41,68,1,5,4,7,1,35050,35000,0,0,0,0,0,322,0,1,0,1
99,0,1,1,1,999999,337,18000,1,1,0,0,0,0,0,0,0,0,2,1,2,0,0,1,99,99,0,3,56,1,6,2,13,0,6,0,0,1,25,44,1,5,4,7,1,11000,11000,0,0,0,0,0,217,0,1,0,1
99,0,1,1,1,999999,875,25690,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,99,99,0,3,45,1,6,3,13,1,6,2,0,1,20,9,1,5,7,7,1,25690,6366,0,0,0,0,0,398,1,2,0,1
99,0,1,1,0,162500,0,34500,1,1,1,1,0,0,0,0,0,0,2,1,5,3,1,1,10,3,0,3,30,1,1,2,13,0,5,0,0,1,31,65,1,5,4,7,1,27000,27000,0,0,0,0,0,233,0,2,0,1
99,0,1,1,0,350000,0,38750,1,1,1,1,0,0,0,0,0,0,1,1,3,1,0,1,19,19,0,12,47,0,6,2,5,0,5,0,0,1,41,77,1,5,5,7,1,23450,23450,0,0,0,0,0,400,1,0,0,1
99,0,1,1,1,999999,387,15000,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,99,99,0,3,49,0,6,0,3,0,0,0,0,1,25,44,1,1,4,7,1,15000,15000,0,0,0,0,0,233,1,5,0,1
99,0,1,1,1,999999,625,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,99,99,0,3,18,0,6,3,12,0,5,0,0,1,11,16,1,6,4,7,0,0,0,0,0,0,0,0,1,0,1,0,1
99,0,1,1,0,137500,0,10850,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,99,99,0,9,71,1,1,0,13,0,0,0,0,1,26,47,1,3,1,7,1,19500,7500,0,0,12000,0,0,328,0,0,1,1
99,0,1,1,1,999999,1000,36140,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,99,99,0,3,34,1,6,3,13,0,1,0,1,0,42,86,0,3,8,4,1,36140,26000,10000,0,0,0,0,501,0,6,1,1
99,0,1,1,0,225000,0,63000,1,1,1,1,2,0,1,1,0,1,0,0,4,0,0,1,99,99,1,0,2,1,6,3,13,2,9,3,3,2,0,0,2,6,8,7,2,0,999999,999999,999999,99999,99999,99999,501,2,0,2,1
99,0,1,1,0,275000,0,15450,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,99,99,0,3,69,0,6,5,12,0,5,0,1,0,0,0,2,6,8,5,0,15450,0,0,0,7450,0,0,260,1,8,0,1
99,0,1,1,1,999999,875,10557,1,0,1,0,1,0,1,0,0,0,0,0,9,0,0,1,99,99,6,0,16,1,6,3,13,1,4,2,2,1,0,0,2,6,8,0,0,0,0,0,0,0,0,0,44,1,0,0,1
99,0,1,1,1,999999,312,6000,1,0,1,0,1,0,1,0,0,0,0,0,2,0,0,1,99,99,0,0,2,1,6,3,13,2,9,3,3,2,0,0,2,6,8,7,2,0,999999,999999,999999,99999,99999,99999,70,2,0,2,1
99,0,1,1,1,999999,875,43300,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,99,99,0,3,27,1,6,3,13,1,0,2,0,1,27,29,1,5,4,7,1,43300,43000,0,0,0,0,300,501,1,1,0,1
99,0,1,1,1,999999,487,8000,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,99,99,1,10,23,0,6,1,12,0,8,0,0,1,23,18,1,6,4,7,0,0,0,0,0,0,0,0,82,0,0,0,1
99,0,1,1,1,999999,575,28512,1,1,2,1,9,7,1,0,0,0,1,1,11,5,0,1,20,12,1,12,42,0,6,2,1,0,2,0,2,1,6,7,1,5,8,4,1,6240,6240,0,0,0,0,0,111,0,0,0,1
99,0,1,1,0,400000,0,94820,1,1,1,1,0,0,0,0,0,0,2,1,5,3,0,1,22,14,0,3,52,1,4,2,13,0,1,0,0,1,25,44,1,5,4,7,1,32200,32000,0,0,200,0,0,501,0,6,0,1
99,0,1,1,0,112500,0,49699,1,1,0,0,0,0,0,0,0,0,2,1,2,0,0,1,99,99,0,3,66,1,6,2,13,0,1,0,1,0,0,0,2,6,8,5,0,11220,0,0,0,3720,0,0,501,1,7,1,1
99,0,1,1,0,62500,0,79885,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,99,99,0,3,40,0,2,0,12,0,1,0,0,1,38,68,1,5,5,7,1,79885,76283,2726,0,0,0,0,501,0,2,0,1
99,0,1,1,0,95000,0,65000,1,1,1,1,0,0,0,0,0,0,1,1,3,1,0,1,9,9,0,12,34,0,1,2,3,1,1,2,0,1,30,44,1,3,4,7,1,25000,25000,0,0,0,0,0,501,0,0,0,1
99,0,1,1,0,187500,0,73000,1,1,0,0,0,0,0,0,0,0,1,2,2,0,0,1,99,99,0,12,62,1,1,2,13,0,5,0,0,1,23,18,1,5,5,7,1,27000,27000,0,0,0,0,0,501,1,0,1,1
99,0,1,1,1,999999,875,50000,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,99,99,0,3,38,1,6,0,13,0,1,0,2,1,35,68,1,5,8,4,1,50000,50000,0,0,0,0,0,501,0,2,0,1
99,0,1,1,1,999999,412,14500,1,1,1,1,2,0,1,1,0,1,0,0,5,0,0,1,99,99,2,0,2,1,6,3,13,2,9,3,3,2,0,0,2,6,8,7,2,0,999999,999999,999999,99999,99999,99999,98,2,0,2,1
99,0,1,1,0,225000,0,58505,1,1,1,1,0,0,0,0,0,0,1,1,4,2,0,1,12,10,0,12,36,0,6,2,4,0,1,0,0,1,26,72,1,3,5,7,1,40000,40000,0,0,0,0,0,465,1,0,0,1
99,0,1,1,0,112500,0,26627,1,1,0,0,0,0,0,0,0,0,1,1,2,0,0,1,99,99,0,12,76,0,6,2,12,0,0,0,1,0,0,0,2,6,8,5,0,0,0,0,0,0,0,0,355,1,0,0,1
99,0,1,1,0,162500,0,46650,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,99,99,1,10,27,1,6,3,13,0,1,0,0,1,26,72,1,2,1,7,1,8000,8000,0,0,0,0,0,481,1,0,0,1
99,0,1,1,1,999999,412,10000,1,1,1,1,2,0,1,1,0,1,0,0,7,0,0,1,99,99,4,0,15,1,6,3,13,1,6,2,3,2,0,0,2,6,8,7,2,0,999999,999999,999999,0,0,0,54,0,0,2,1
99,0,1,1,1,999999,575,10725,1,1,1,1,0,0,0,0,0,0,2,1,4,1,0,1,7,7,0,3,31,1,6,2,13,0,0,0,2,1,11,11,1,5,8,6,1,7800,7800,0,0,0,0,0,83,1,1,0,1
99,0,1,1,0,400000,0,124690,1,1,1,1,2,0,1,1,0,1,0,0,4,0,0,1,99,99,1,0,9,0,6,3,13,1,2,2,3,2,0,0,2,6,8,7,2,0,999999,999999,999999,99999,99999,99999,501,0,0,2,1
99,0,1,1,1,999999,625,17000,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,99,99,0,3,26,1,6,3,13,0,1,0,0,1,39,82,1,0,7,7,1,17000,12000,0,0,0,0,0,264,0,1,0,1
99,0,1,1,0,275000,0,58000,1,1,1,1,2,0,1,1,3,1,0,0,3,0,0,1,99,99,0,0,16,1,2,3,13,1,3,2,1,0,0,0,2,6,8,0,0,0,0,0,0,0,0,0,501,0,0,0,1
99,0,1,1,1,999999,875,50000,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,99,99,0,9,33,0,6,3,12,0,1,0,0,1,29,48,1,5,4,7,1,21200,21000,0,0,0,0,0,329,0,0,0,1
99,0,1,1,1,999999,462,9800,1,0,1,0,1,0,1,0,0,0,0,0,4,0,0,1,99,99,2,0,7,1,0,3,13,1,2,2,3,2,0,0,2,6,8,7,2,0,999999,999999,999999,99999,99999,99999,78,1,0,2,1
99,0,1,1,0,275000,0,80960,1,1,1,2,0,0,0,0,0,0,0,0,7,2,0,1,57,31,0,8,68,1,2,1,13,0,5,0,1,0,42,84,1,6,8,2,0,16958,0,0,0,5400,6196,0,409,0,0,0,1
99,0,1,1,1,999999,875,37720,1,0,1,0,0,0,0,0,0,0,0,0,4,3,0,1,17,12,0,3,45,0,6,0,5,0,5,0,0,1,29,72,1,5,3,7,1,35000,35000,0,0,0,0,0,299,0,2,0,1
99,0,1,1,0,187500,0,28775,1,1,0,0,0,0,0,0,0,0,2,1,2,0,0,1,99,99,0,3,84,1,6,2,13,0,6,0,1,0,0,0,2,6,8,5,0,14745,0,0,0,7883,0,0,384,1,8,0,1
99,0,1,1,1,999999,537,19752,2,1,1,1,0,0,0,0,0,0,0,0,1,0,0,2,99,99,0,9,38,0,4,5,12,0,8,0,1,0,0,0,2,6,8,0,0,0,0,0,0,0,0,0,1,0,0,0,1
99,0,1,1,0,350000,0,83025,1,1,1,1,0,0,0,0,0,0,1,1,4,2,0,1,17,13,0,12,40,0,6,2,4,0,1,0,0,1,26,72,1,5,4,7,1,18000,18000,0,0,0,0,0,501,0,0,0,1
99,0,1,1,1,999999,625,36500,1,1,0,0,0,0,0,0,0,0,0,0,4,0,0,1,99,99,0,6,24,1,6,3,13,0,5,0,0,1,28,25,1,6,4,7,0,8000,0,0,0,0,0,8000,285,1,0,0,1
99,0,1,1,0,350000,0,89800,1,1,2,1,0,0,0,0,0,0,1,1,4,1,1,1,2,2,0,12,32,0,2,2,3,0,1,0,0,1,48,87,1,5,4,7,1,35000,35000,0,0,0,0,0,501,0,0,0,1
99,0,1,1,0,275000,0,47000,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,99,99,0,9,29,0,6,0,4,0,0,0,0,1,22,51,1,3,1,7,1,20000,20000,0,0,0,0,0,310,0,0,0,1
99,0,1,1,0,162500,0,17000,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,99,99,0,9,84,1,1,3,13,0,5,0,0,1,41,68,0,6,1,7,0,0,0,0,0,0,0,0,1,1,0,0,1
99,0,1,1,1,999999,1000,40000,1,1,0,0,0,0,0,0,0,0,2,1,2,0,0,1,99,99,0,3,41,1,3,2,13,0,1,0,0,1,41,68,1,5,4,7,1,40000,38000,0,0,0,0,0,482,0,2,1,1
99,0,1,1,0,162500,0,7900,1,1,0,0,0,0,0,0,0,0,2,1,2,0,0,1,99,99,0,3,77,1,6,2,13,0,7,0,1,0,36,50,1,6,8,2,0,7900,0,0,0,7900,0,0,105,1,7,0,1
99,0,1,1,1,999999,337,24000,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,99,99,0,3,58,0,6,0,5,0,0,0,0,1,24,47,1,5,4,7,1,24000,24000,0,0,0,0,0,372,0,2,0,1
99,0,1,1,1,999999,337,17011,1,2,2,2,0,0,0,0,0,0,5,4,9,1,1,1,4,4,0,6,23,0,6,2,4,1,5,2,1,0,0,0,2,6,8,0,0,0,0,0,0,0,0,0,64,0,0,0,1
99,0,1,1,0,162500,0,14300,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,99,99,1,3,41,1,6,3,13,0,0,0,1,0,0,0,2,6,8,3,0,5600,0,0,0,5200,0,0,172,1,8,1,1
99,0,1,1,0,137500,0,22230,7,1,2,1,0,0,0,0,0,0,0,0,5,1,0,1,31,31,0,3,62,0,6,1,8,0,2,0,1,0,0,0,2,6,8,5,0,0,0,0,0,0,0,0,147,1,6,0,1
99,0,1,1,1,999999,337,500,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2,99,99,0,5,27,1,6,3,13,0,5,0,0,1,25,44,1,6,8,4,0,0,0,0,0,0,0,0,1,0,0,0,1
99,0,1,1,1,999999,625,37345,1,1,0,0,0,0,0,0,0,0,1,1,2,0,0,1,99,99,0,12,38,0,6,2,12,0,1,0,0,1,22,51,1,5,4,7,1,14000,14000,0,0,0,0,0,450,0,0,0,1
99,0,1,1,0,112500,0,17060,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,99,99,0,3,76,0,6,5,12,0,5,0,1,0,0,0,2,6,8,5,0,17060,0,0,0,6700,0,0,287,1,7,0,1
99,0,1,1,0,187500,0,43038,1,1,2,1,2,0,1,1,0,1,0,0,6,0,0,1,99,99,1,0,31,1,1,1,13,0,5,0,0,1,22,18,1,6,4,7,0,3000,0,0,0,0,3000,0,247,1,0,0,1
99,0,1,1,0,275000,0,105401,1,1,1,1,0,0,0,0,0,0,2,1,3,1,0,1,23,23,0,3,54,1,6,2,13,0,5,0,0,1,32,62,1,5,4,7,1,52871,49171,0,0,0,0,0,501,1,6,1,1
99,0,1,1,1,999999,487,30000,1,1,1,1,0,0,0,0,0,0,2,1,4,2,0,1,7,5,0,3,31,1,6,2,13,1,6,2,0,1,18,8,1,3,4,7,1,21000,21000,0,0,0,0,0,239,1,5,0,1
99,0,1,1,0,77500,0,56992,1,2,1,1,0,0,0,0,0,0,6,1,13,0,0,1,99,99,0,6,29,1,6,2,13,0,7,0,0,1,25,15,1,4,7,7,1,22000,22000,0,0,0,0,0,227,1,0,0,1
99,0,1,1,0,350000,0,35336,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,99,99,0,3,74,0,6,5,3,0,0,0,1,0,27,39,1,1,8,6,1,35336,26000,0,0,9336,0,0,501,1,7,0,1
99,0,1,1,0,225000,0,40600,2,0,0,1,0,0,0,1,0,1,0,0,6,0,0,1,99,99,4,0,7,1,6,3,13,1,2,2,3,2,0,0,2,6,8,7,2,0,999999,999999,999999,99999,99999,99999,250,1,0,2,1
99,0,1,1,0,187500,0,23375,2,1,1,1,0,0,0,0,0,0,0,0,6,0,0,1,99,99,0,2,39,0,6,3,12,0,6,0,0,1,23,18,1,5,4,7,1,19000,14000,0,0,0,0,0,132,1,0,0,0
99,0,1,1,0,350000,0,58500,1,1,1,1,0,0,0,0,0,0,2,1,3,1,0,1,17,17,0,3,59,1,6,2,13,1,1,2,0,1,30,44,1,5,4,7,1,40500,40000,0,0,0,0,0,501,1,7,1,1
99,0,1,1,1,999999,112,693,1,0,1,0,1,0,1,0,0,0,0,0,3,0,0,1,99,99,1,0,1,1,1,3,13,2,9,3,3,2,0,0,2,6,8,7,2,0,999999,999999,999999,99999,99999,99999,7,2,0,2,1
99,0,1,1,1,999999,625,7500,2,0,1,0,1,0,1,0,0,0,0,0,3,0,0,1,99,99,1,0,21,1,6,3,13,1,5,2,0,1,23,18,1,4,4,7,1,5000,5000,0,0,0,0,0,77,0,0,0,0
99,0,1,1,1,999999,875,20000,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,99,99,0,9,22,0,6,3,12,0,1,0,0,1,39,73,1,0,6,7,1,1200,1200,0,0,0,0,0,19,0,0,0,1
99,0,1,1,1,999999,575,19195,1,1,0,0,0,0,0,0,0,0,1,1,2,0,0,1,99,99,0,12,34,0,6,2,12,0,0,0,0,1,11,11,1,5,1,7,1,4195,4095,0,0,0,0,0,231,0,0,0,0
99,0,1,1,1,999999,412,21000,1,1,1,1,2,0,1,1,0,1,0,0,5,0,0,1,99,99,2,0,13,1,6,3,13,1,6,2,3,2,0,0,2,6,8,7,2,0,999999,999999,999999,99999,99999,99999,142,1,0,2,1
